Ticker,Date,Close,ChangePct,Market Cap,YTDpct,Beta,AnalystRating,RecentEarnings,UpcomingEarnings,Sector,FailReason
BCG,2025-09-26,1.61,-3.59,26.73M,-41.66,,,,,FINANCE SERVICES,"Universe,Volume,MarketCap,Beta,StochRSI,MA50x200"
BCIC,2025-09-26,11.92,-1.08,157.25M,-0.91,,,,,"BCP Investment Corp is a closed-end, externally managed, non-diversified management investment company. The company invests in performing, well- established middle market businesses that operate across a wide range of industries. It employs fundamental credit analysis, targeting investments in businesses with relatively low levels of cyclicality and operating risk.","Volume,MarketCap,Beta"
BCML,2025-09-26,29.47,-0.17,321.92M,12.48,0.79,,,,STATE COMMERCIAL BANKS,"Volume,MarketCap,Beta"
BCO,2025-09-26,117.0,1.1,4.87B,26.68,1.06,,,,ARRANGEMENT OF TRANSPORTATION OF FREIGHT & CARGO,Volume
BCPC,2025-09-26,150.08,-0.02,4.87B,-5.36,0.9,,,,CHEMICALS & ALLIED PRODUCTS,"Volume,Beta,MA50x200"
BCRX,2025-09-26,7.63,-0.26,1.60B,-2.55,1.1,,,,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)","Volume,MarketCap,StochRSI,MA50x200"
BCSF,2025-09-26,14.38,-0.42,932.81M,-18.16,0.65,,,,"Bain Capital Specialty Finance Inc is an externally managed, closed-end, non-diversified management investment company. The company's objective is to provide risk-adjusted returns and current income to investors by investing predominantly in middle-market companies with between $10.0 million and $150.0 million in annual EBITDA. Its portfolio of investments includes First Lien Senior Secured Loan, Preferred Equity, Equity Interest, Warrants, and Second Lien Senior Secured Loan among others.","Volume,MarketCap,Beta,MA50x200"
BCTX,2025-09-26,11.04,3.08,19.38M,-87.31,0.72,,,,PHARMACEUTICAL PREPARATIONS,"Volume,MarketCap,Beta,YTD,StochRSI,MA50x200"
BDC,2025-09-26,124.11,-0.31,4.92B,9.64,1.3,,,,DRAWING & INSULATING OF NONFERROUS WIRE,Volume
BDL,2025-09-26,29.85,2.04,55.47M,21.33,0.24,,,,RETAIL-EATING PLACES,"Volume,MarketCap,Beta,StochRSI"
BDMD,2025-09-26,2.26,-3.0,83.66M,-55.86,,,,,"Baird Medical Investment Holdings Ltd is one of the microwave ablation medical device developers and providers in the PRC for minimally invasive treatment of tumors. Its proprietary medical devices are used for the treatment of benign and malignant tumors, including thyroid nodules, liver cancer, lung cancer, and breast lumps. Microwave ablation is a minimally invasive treatment technique that denaturalizes and coagulates the protein of tumor cells with extreme heat generated by microwave energy. Microwave ablation treatments have been applied to benign and malignant tumors, and the company believes the products are safer, minimally invasive and easier to operate with faster recovery periods and lower complication rates for patients, as compared to traditional treatment methods.","Universe,Volume,MarketCap,Beta,YTD,MA50x200"
BDN,2025-09-26,4.36,-1.36,757.33M,-22.56,1.32,,,,REAL ESTATE INVESTMENT TRUSTS,"Universe,Volume,MarketCap,MA50x200"
BDSX,2025-09-26,7.75,-3.19,62.00M,-73.82,0.86,,,,SERVICES-MEDICAL LABORATORIES,"Volume,MarketCap,Beta,YTD,StochRSI,MA50x200"
BDTX,2025-09-26,3.4,9.32,193.58M,58.88,1.77,,,,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)","Universe,Volume,MarketCap,YTD"
BDX,2025-09-26,184.6,2.22,52.91B,-18.5,0.54,,,,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"Beta,MA50x200"
BE,2025-09-26,70.32,2.37,16.45B,200.9,2.13,,,,ELECTRICAL INDUSTRIAL APPARATUS,YTD
BEAG,2025-09-26,10.37,0.1,324.77M,5.17,,,,,BLANK CHECKS,"Volume,MarketCap,Beta,StochRSI"
BEAM,2025-09-26,22.97,-0.52,2.32B,-7.0,2.03,,,,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)","MarketCap,MA50x200"
BEAT,2025-09-26,1.67,1.21,57.30M,-28.94,1.21,,,,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"Universe,Volume,MarketCap,StochRSI,MA50x200"
BEEM,2025-09-26,2.57,-3.02,45.33M,-28.01,1.49,,,,SEMICONDUCTORS & RELATED DEVICES,"Universe,Volume,MarketCap,StochRSI"
BEEP,2025-09-26,3.44,1.18,146.89M,-14.64,0.87,,,,REAL ESTATE,"Universe,Volume,MarketCap,Beta,StochRSI,MA50x200"
BELFA,2025-09-26,119.02,-0.56,1.51B,34.24,1.23,,,,"ELECTRONIC COILS, TRANSFORMERS & OTHER INDUCTORS","Volume,MarketCap"
BELFB,2025-09-26,142.84,0.08,1.81B,76.28,1.44,,,,"ELECTRONIC COILS, TRANSFORMERS & OTHER INDUCTORS","Volume,MarketCap,YTD"
BEN,2025-09-26,23.27,-0.56,12.08B,15.54,1.21,,,,INVESTMENT ADVICE,
BENF,2025-09-26,0.36,4.11,3.12M,-49.66,0.25,,,,FINANCE SERVICES,"Universe,Volume,MarketCap,Beta,MA50x200"
BEP,2025-09-26,25.92,1.57,7.36B,12.16,0.82,,,,"Brookfield Renewable is a globally diversified, multitechnology owner and operator of clean energy assets. The company's portfolio consists of hydroelectric, wind, solar, and storage facilities in North America, South America, Europe, and Asia and totals over 40 gigawatts of installed capacity. Brookfield Renewable invests in assets directly, as well as with institutional partners, joint venture partners, and through other arrangements. The company offers two separate listings for investors: Brookfield Renewable Partners and Brookfield Renewable Corp.","Volume,Beta,StochRSI"
BEPC,2025-09-26,34.56,1.65,6.21B,23.21,0.94,,,,"Brookfield Renewable is a globally diversified, multitechnology owner and operator of clean energy assets. The company's portfolio consists of hydroelectric, wind, solar, and storage facilities in North America, South America, Europe, and Asia, and totals over 40 gigawatts of installed capacity. Brookfield Renewable invests in assets directly, as well as with institutional partners, joint venture partners, and through other arrangements. The company offers two separate listings for investors: Brookfield Renewable Partners LP and Brookfield Renewable Corp.","Volume,Beta,StochRSI"
BETR,2025-09-26,53.02,-5.27,810.75M,480.09,0.97,,,,LOAN BROKERS,"Volume,MarketCap,Beta,YTD,StochRSI"
BFAM,2025-09-26,108.52,1.16,6.17B,-1.84,0.95,,,,SERVICES-CHILD DAY CARE SERVICES,"Volume,Beta,MA50x200"
BFC,2025-09-26,124.37,0.2,1.22B,27.49,0.76,,,,NATIONAL COMMERCIAL BANKS,"Volume,MarketCap,Beta"
BFH,2025-09-26,59.59,-0.78,2.78B,-1.46,1.6,,,,PERSONAL CREDIT INSTITUTIONS,"Volume,MarketCap"
BFIN,2025-09-26,12.26,-0.24,152.77M,0.82,0.42,,,,"SAVINGS INSTITUTION, FEDERALLY CHARTERED","Volume,MarketCap,Beta,MA50x200"
BFLY,2025-09-26,2.01,2.55,506.00M,-49.37,2.6,,,,X-RAY APPARATUS & TUBES & RELATED IRRADIATION APPARATUS,"Universe,Volume,MarketCap,StochRSI,MA50x200"
BFRG,2025-09-26,1.42,-1.05,14.27M,-32.3,2.11,,,,PHARMACEUTICAL PREPARATIONS,"Universe,Volume,MarketCap,StochRSI,MA50x200"
BFRI,2025-09-26,0.96,-0.02,10.24M,-11.94,0.59,,,,PHARMACEUTICAL PREPARATIONS,"Universe,Volume,MarketCap,Beta,StochRSI"
BFS,2025-09-26,31.95,0.88,778.52M,-16.45,0.8,,,,REAL ESTATE INVESTMENT TRUSTS,"Volume,MarketCap,Beta,StochRSI,MA50x200"
BFST,2025-09-26,24.21,1.0,719.38M,-3.08,1.09,,,,STATE COMMERCIAL BANKS,"Volume,MarketCap,StochRSI,MA50x200"
BG,2025-09-26,81.97,3.25,16.40B,5.67,0.49,,,,FATS & OILS,"Beta,StochRSI"
BGC,2025-09-26,9.47,-1.25,4.49B,1.5,1.09,,,,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES",Volume
BGFV,2025-09-26,1.44,1.41,33.00M,-19.55,1.22,,,,RETAIL-MISCELLANEOUS SHOPPING GOODS STORES,"Universe,Volume,MarketCap,StochRSI"
BGI,2025-09-26,1.16,1.75,22.73M,-27.27,0.56,,,,"Birks Group Inc is a part of the leisure industry. The company designs, develops, produces, and retails fine jewelry, timepieces, and gifts. Its operating segments include Retail and Other. The company generates maximum revenue from the Retail segment. Its retail segment consists of retail operations whereby it operates stores in Canada under the Maison Birks, Brinkhaus, Graff, and Patek Phillippe brands. The other segment consists mainly of wholesale business, e-commerce business, and gold exchange business.","Universe,Volume,MarketCap,Beta,StochRSI,MA50x200"
BGL,2025-09-26,9.9,-4.07,302.41M,-50.77,,,,,"Blue Gold Ltd is engaged in the business of developing, financing, licensing, and operating gold mines in Ghana and elsewhere. Its flagship project is the Bogoso Prestea Mine in Ghana's Ashanti Gold Belt.","Volume,MarketCap,Beta,YTD,MA50x200"
BGLC,2025-09-26,5.65,-5.83,10.15M,41.6,0.49,,,,SERVICES-MEDICAL LABORATORIES,"Volume,MarketCap,Beta,StochRSI"
BGM,2025-09-26,10.16,-0.2,2.04B,13.65,,,,,"BGM Group Ltd is a biopharmaceuticals, bio-extraction, and medical health business. Its product range includes oxytetracycline APIs, licorice preparations, and crude heparin sodium. Maximum revenue is from Oxytetracycline & Licorice and TCMD, followed by Heparin products and Sausage casing.","Volume,MarketCap,Beta,StochRSI,MA50x200"
BGS,2025-09-26,4.42,0.68,353.62M,-38.01,0.64,,,,FOOD AND KINDRED PRODUCTS,"Universe,Volume,MarketCap,Beta,MA50x200"
BGSF,2025-09-26,6.88,1.47,76.87M,16.22,0.62,,,,SERVICES-HELP SUPPLY SERVICES,"Volume,MarketCap,Beta"
BH,2025-09-26,327.21,1.97,1.02B,30.9,0.83,,,,RETAIL-EATING PLACES,"Volume,MarketCap,Beta,StochRSI"
BHAT,2025-09-26,1.94,2.11,14.05M,-86.86,0.68,,,,"Blue Hat Interactive Entertainment Technology is focused on commodity trading, including chemicals, jewelry, and precious metals such as gold. It operates a gold and diamond trading and supply chain business. Its business model encompasses physical gold trading, diamond trading, gold derivatives trading, and the development of AI-enabled trading platforms. Its segments include Diamond trading, Commodity trading, Information service, Interactive toys - animation series, and Interactive toys - game series. It derives revenue from Diamond trading. The majority of its revenues are generated in PRC.","Universe,Volume,MarketCap,Beta,YTD,StochRSI,MA50x200"
BHB,2025-09-26,31.0,-0.16,517.17M,2.99,1.0,,,,STATE COMMERCIAL BANKS,"Volume,MarketCap"
BHC,2025-09-26,6.48,0.31,2.40B,-18.39,1.3,,,,PHARMACEUTICAL PREPARATIONS,"Volume,MarketCap"
BHE,2025-09-26,38.64,0.6,1.39B,-14.74,1.17,,,,PRINTED CIRCUIT BOARDS,"Volume,MarketCap"
BHF,2025-09-26,55.74,1.46,3.19B,16.15,1.42,,,,LIFE INSURANCE,"Volume,StochRSI,MA50x200"
BHFAL,2025-09-26,18.23,-0.3,,-23.64,0.42,,,,LIFE INSURANCE,"Volume,MarketCap,Beta,StochRSI,MA50x200"
BHFAM,2025-09-26,12.27,-0.57,171.78M,-26.75,0.58,,,,LIFE INSURANCE,"Volume,MarketCap,Beta,StochRSI,MA50x200"
BHFAN,2025-09-26,13.6,0.15,272.00M,-29.02,0.51,,,,LIFE INSURANCE,"Volume,MarketCap,Beta,StochRSI,MA50x200"
BHFAO,2025-09-26,16.77,-0.3,234.78M,-26.54,0.52,,,,LIFE INSURANCE,"Volume,MarketCap,Beta,StochRSI,MA50x200"
BHLB,2025-08-29,26.13,-0.65,,-6.48,1.07,,,,,"Volume,MarketCap,StochRSI"
BHM,2025-09-26,11.43,-0.03,46.52M,-12.9,0.54,,,,REAL ESTATE INVESTMENT TRUSTS,"Volume,MarketCap,Beta,StochRSI"
BHR,2025-09-26,2.8,-0.71,191.01M,-6.98,1.57,,,,REAL ESTATE INVESTMENT TRUSTS,"Universe,Volume,MarketCap"
BHRB,2025-09-26,62.64,0.11,941.01M,3.54,0.85,,,,NATIONAL COMMERCIAL BANKS,"Volume,MarketCap,Beta,StochRSI"
BHST,2025-09-26,10.89,-1.0,213.37M,77.98,,,,,"BioHarvest Sciences Inc is the developer and owner of the patented bio-cell growth platform farming technology. This company is the industrial large-scale plant cell growth technology capable of directly and constantly producing active plant ingredients without the necessity to grow the plant itself. The company is focused on leveraging its botanical synthesis technology to develop the next generation of science-based and clinical therapeutic solutions, within two business verticals - nutraceutical health and wellness products such as dietary supplements, and the development of plant cell-based Active Pharmaceutical Ingredients (APIs) that focus on specific medical indications.","Volume,MarketCap,Beta,YTD,StochRSI"
BHVN,2025-09-26,15.0,8.54,1.59B,-59.76,1.73,,,,PHARMACEUTICAL PREPARATIONS,"MarketCap,YTD,StochRSI,MA50x200"
BIAF,2025-09-26,5.29,55.13,7.08M,-81.24,1.04,,,,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,"Volume,MarketCap,YTD,MA50x200"
BIIB,2025-09-26,137.37,1.25,20.14B,-8.42,0.68,,,,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",Beta
BILL,2025-09-26,54.18,1.86,5.51B,-35.54,1.87,,,,SERVICES-PREPACKAGED SOFTWARE,"StochRSI,MA50x200"
BINI,2025-09-26,3.28,-36.19,1.66M,-99.92,,,,,MOTOR VEHICLES & PASSENGER CAR BODIES,"Universe,Volume,MarketCap,Beta,YTD,StochRSI"
BIO,2025-09-26,271.36,0.35,7.34B,-16.8,0.95,,,,LABORATORY ANALYTICAL INSTRUMENTS,"Volume,Beta"
BIOA,2025-09-26,5.42,3.83,194.31M,-2.52,,,,,PHARMACEUTICAL PREPARATIONS,"Volume,MarketCap,Beta,StochRSI"
BIOX,2025-09-26,1.5,-6.25,90.46M,-77.68,0.85,,,,"Bioceres Crop Solutions Corp is a fully integrated provider of crop productivity solutions, including seeds, seed traits, seed treatments, biologicals, high-value adjuvants, and fertilizers. The company has developed a multi-discipline and multi-product platform capable of providing solutions throughout the entire crop cycle, from pre-planting to transportation and storage. Some of the products offered by the company include fertilizers, inoculants, adjuvants, crop protection solutions, and seeds among others. Its operating segments are crop protection, which derives key revenue, seed and integrated products, and crop nutrition. Geographically, the majority of the company's revenue is generated from Argentina and the rest from Brazil, North America, Latin America, and other regions.","Universe,Volume,MarketCap,Beta,YTD,MA50x200"
BIP,2025-09-26,33.12,5.04,15.35B,3.95,1.07,,,,"Brookfield Infrastructure Partners LP is a Bermuda exempted limited partnership that owns and operates quality, long-life assets that generate stable cash flows, by virtue of barriers to entry or other characteristics that tend to appreciate in value over time. It focuses on acquiring infrastructure assets that have low maintenance capital costs and high barriers to entry. The company's segments consist of Utilities, Transport, Midstream, and Data. Geographically, it generates maximum revenue from USA and also has a presence in Australia, Colombia, United Kingdom, Brazil, United States of America, Chile, Peru, and other countries.","Volume,StochRSI,MA50x200"
BIPC,2025-09-26,40.97,2.63,4.88B,2.97,1.1,,,,"Brookfield Infrastructure Corp is an indirect subsidiary of the partnership of the diversified infrastructure owner and operators. Its business is comprised of a U.K. regulated distribution operation, a Brazilian regulated natural gas transmission operation and an international intermodal logistics operation. Geographically, the company generates a majority of its revenue from Brazil and rest from United Kingdom and the United States.","Volume,StochRSI"
BIRD,2025-09-26,5.74,-0.35,46.76M,-13.81,2.32,,,,APPAREL & OTHER FINISHD PRODS OF FABRICS & SIMILAR MATL,"Volume,MarketCap"
BIRK,2025-09-26,44.91,0.0,8.26B,-21.61,,,,,"Birkenstock Holding PLC is a company that manufactures and sells footbed-based products, including sandals, closed-toe silhouettes, and other products, such as skincare and accessories, for everyday, leisure, and work. It sells its products through two main channels: business-to-business (B2B) which comprises sales made to established third-party store networks, and direct-to-consumer (DTC) which comprises sales made on globally owned online stores through the Birkenstock.com domain and sales made in Birkenstock retail stores. The company's reportable segments are based on its regional hubs and include: the Americas which is also its key revenue-generating segment; Europe; and Australia, Japan, India, China, and the United Arab Emirates (APMA).","Beta,MA50x200"
BITF,2025-09-26,2.54,-5.22,1.40B,57.76,2.85,,,,"Bitfarms Ltd engaged in the cryptocurrency Mining industry mainly consists of selling its computational power used for hashing calculations for cryptocurrency mining in multiple jurisdictions. Its geographic operations are currently located in Canada, the United States, Argentina. It owns and operates server farms comprised of computers designed to validate transactions on the Bitcoin Blockchain.","Universe,MarketCap,YTD"
BIVI,2025-09-26,1.86,3.33,14.02M,-91.47,2.01,,,,PHARMACEUTICAL PREPARATIONS,"Universe,Volume,MarketCap,YTD,StochRSI,MA50x200"
BIYA,2025-09-26,0.58,3.43,7.24M,-86.17,,,,,"Baiya International Group Inc is a company which operates through its subsidiary Gongwuyuan operates a cloud-based internet platform to provide one-stop crowdsourcing recruitment and SaaS-enabled HR solutions in the flexible employment marketplace. The Company's business is focused around on four primary services which are job matching services, entrusted recruitment services, project outsourcing services and abor dispatching services in the flexible employment market within China, mainly in the core manufacturing regions including the Pearl River Delta and Yangtze River Delta region.","Universe,Volume,MarketCap,Beta,YTD,MA50x200"
BJ,2025-09-26,93.1,-0.79,12.27B,5.56,0.33,,,,RETAIL-VARIETY STORES,"Beta,MA50x200"
BJDX,2025-09-26,1.49,-4.49,2.23M,-67.47,0.56,,,,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"Universe,Volume,MarketCap,Beta,YTD,StochRSI,MA50x200"
BJRI,2025-09-26,30.27,0.87,669.70M,-15.68,1.17,,,,RETAIL-EATING PLACES,"Volume,MarketCap,StochRSI,MA50x200"
BK,2025-09-26,109.53,0.41,77.25B,41.49,0.92,,,,STATE COMMERCIAL BANKS,"Beta,StochRSI"
BKD,2025-09-26,8.34,-0.24,1.98B,64.82,1.04,,,,SERVICES-NURSING & PERSONAL CARE FACILITIES,"Volume,MarketCap,YTD,StochRSI"
BKE,2025-09-26,59.79,1.74,3.06B,16.98,0.95,,,,RETAIL-FAMILY CLOTHING STORES,"Volume,Beta"
BKH,2025-09-26,60.91,1.48,4.44B,4.82,0.52,,,,ELECTRIC SERVICES,"Volume,Beta,StochRSI"
BKHA,2025-09-26,11.11,-0.05,46.17M,7.08,,,,,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)","Volume,MarketCap,Beta,StochRSI"
BKKT,2025-09-26,17.95,-3.65,286.02M,-29.44,2.94,,,,FINANCE SERVICES,"Volume,MarketCap,StochRSI,MA50x200"
BKNG,2025-09-26,5548.0,-0.5,179.81B,12.64,1.03,,,,TRANSPORTATION SERVICES,"Volume,StochRSI"
BKR,2025-09-26,50.52,0.84,49.81B,21.56,0.91,,,,OIL & GAS FIELD MACHINERY & EQUIPMENT,"Beta,StochRSI"
BKSY,2025-09-26,19.71,-0.61,699.01M,84.38,2.33,,,,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,"MarketCap,YTD,StochRSI"
BKTI,2025-09-26,80.38,4.89,300.11M,137.46,1.11,,,,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,"Volume,MarketCap,YTD,StochRSI"
BKU,2025-09-26,38.59,1.37,2.90B,1.77,1.46,,,,"SAVINGS INSTITUTION, FEDERALLY CHARTERED","Volume,MarketCap"
BKV,2025-09-26,23.95,2.79,2.03B,1.91,,,,,CRUDE PETROLEUM & NATURAL GAS,"Volume,MarketCap,Beta,StochRSI,MA50x200"
BKYI,2025-09-26,0.75,-0.71,5.17M,-45.78,0.53,,,,SERVICES-PREPACKAGED SOFTWARE,"Universe,Volume,MarketCap,Beta,MA50x200"
BL,2025-09-26,52.84,0.69,3.27B,-12.42,1.41,,,,SERVICES-PREPACKAGED SOFTWARE,Volume
BLBD,2025-09-26,57.95,-0.29,1.84B,49.94,1.23,,,,TRUCK & BUS BODIES,"Volume,MarketCap"
BLBX,2025-09-26,6.27,3.14,24.07M,165.59,0.55,,,,METAL MINING,"Volume,MarketCap,Beta,YTD,StochRSI"
BLCO,2025-09-26,14.5,0.9,5.13B,-19.44,1.06,,,,OPHTHALMIC GOODS,Volume
BLD,2025-09-26,393.42,1.58,11.07B,26.79,1.52,,,,CONSTRUCTION - SPECIAL TRADE CONTRACTORS,Volume
BLDE,2025-08-28,4.73,3.28,,11.29,1.82,,,,,"Universe,Volume,MarketCap,StochRSI"
BLDP,2025-09-26,2.75,-6.14,826.59M,49.46,1.81,,,,"Ballard Power Systems Inc is engaged in design, development, manufacture, sale and service of proton exchange membrane (""PEM"") fuel cell products for a variety of applications, focusing on power products for bus, truck, rail, marine, stationary and emerging market (material handling, off-road and other) applications, as well as the delivery of services, including technology solutions, after sales services and training. A fuel cell is an environmentally clean electrochemical device that combines hydrogen fuel with oxygen (from the air) to produce electricity. Key geographical revenue is derived from Poland followed by United States, United Kingdom, and other countries.","Universe,Volume,MarketCap,StochRSI"
BLDR,2025-09-26,118.2,1.1,13.07B,-16.75,1.48,,,,RETAIL-LUMBER & OTHER BUILDING MATERIALS DEALERS,
BLFS,2025-09-26,24.7,2.15,1.18B,-5.65,1.78,,,,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,"Volume,MarketCap"
BLFY,2025-09-26,9.36,-0.53,201.20M,-1.27,0.74,,,,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED","Volume,MarketCap,Beta,StochRSI,MA50x200"
BLIN,2025-09-26,1.35,0.75,16.35M,-15.62,0.65,,,,SERVICES-PREPACKAGED SOFTWARE,"Universe,Volume,MarketCap,Beta,StochRSI,MA50x200"
BLIV,2025-09-26,3.51,-1.68,38.14M,-0.85,,,,,"BeLive Holdings is a holding company. The company is a technology solution provider for live commerce and shoppable short videos. The company enables its customers in interactive and immersive live and video commerce to the online businesses, and enables customers to create videos for more traffic and good shopping experiences on their platforms. The company generates revenue from the provision of BeLive White-Label Solutions and BeLive SaaS Solutions.","Universe,Volume,MarketCap,Beta,MA50x200"
BLK,2025-09-26,1156.45,0.8,179.08B,13.67,1.12,,,,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES","Volume,StochRSI"
BLKB,2025-09-26,64.17,1.02,3.11B,-12.95,0.82,,,,SERVICES-PREPACKAGED SOFTWARE,"Volume,Beta"
BLMN,2025-09-26,7.24,1.54,615.90M,-39.46,1.05,,,,RETAIL-EATING PLACES,"Volume,MarketCap,StochRSI,MA50x200"
BLMZ,2025-09-26,0.2,12.51,2.89M,-66.3,,,,,"Harrison Global Holdings Inc Formerly BloomZ Inc operates as an audio-producing and voice actor managing company. The company provides audio production services and voice-acting educational services in Japan. The business lines of the company are the audio production business, the VTuber management business, and the voice actor workshop business. The audio production comprises producing audios for animations and video games using dubbing, BGM producing, and mixing techniques; the Vtuber management business creates motion-capture technology for streamers to provide the voice to stream real-time videos featuring human facial expressions and gestures; and the voice actor workshop provides practical voice acting services.","Universe,Volume,MarketCap,Beta,YTD,StochRSI,MA50x200"
BLND,2025-09-26,3.76,-1.05,975.06M,-2.08,1.73,,,,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","Universe,Volume,MarketCap"
BLNE,2025-09-26,4.04,-7.13,79.23M,-57.47,,,,,MORTGAGE BANKERS & LOAN CORRESPONDENTS,"Universe,Volume,MarketCap,Beta,YTD,StochRSI,MA50x200"
BLNK,2025-09-26,1.52,-0.65,173.90M,1.33,2.16,,,,MISCELLANEOUS TRANSPORTATION EQUIPMENT,"Universe,Volume,MarketCap,StochRSI"
BLSH,2025-09-26,62.59,1.23,9.15B,-7.96,,,,,"Bullish is an institutionally focused global digital asset platform focused on providing market infrastructure and information services. Its objective is to provide mission critical products and services that are designed to help institutions grow their businesses, empower individual investors, and drive the adoption of stablecoins, digital assets, and blockchain technology. It expanded its product offering to provide trusted insights, authoritative news, data, indices and transparent analysis to the digital assets industry while facilitating partnerships, investment opportunities, and community engagement through its flagship Consensus conference.","Beta,StochRSI"
BLUW,2025-09-26,9.97,0.0,322.11M,-0.09,,,,,BLANK CHECKS,"Volume,MarketCap,Beta"
BLX,2025-09-26,46.7,-0.3,1.74B,31.33,0.9,,,,"Banco Latinoamericano de Comercio Exterior SA provides financial solutions to financial institutions, companies, and investors doing business in Latin America, supporting trade and regional integration. The Bank provides foreign trade solutions to a select client base of American financial institutions and corporations and has developed a network of correspondent banking institutions with access to the international capital markets. It has two business segments: the Commercial Business Segment and the Treasury Business Segment. The majority of its revenue is generated from the Commercial Business segment.","Volume,MarketCap,Beta"
BLZE,2025-09-26,9.54,-2.55,538.65M,56.39,1.67,,,,SERVICES-PREPACKAGED SOFTWARE,"Volume,MarketCap,YTD"
BMBL,2025-09-26,6.28,-2.48,653.19M,-21.2,1.49,,,,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","Volume,MarketCap"
BMEA,2025-09-26,2.1,2.44,124.97M,-43.09,1.3,,,,PHARMACEUTICAL PREPARATIONS,"Universe,Volume,MarketCap,StochRSI,MA50x200"
BMGL,2025-09-26,1.76,-1.12,33.06M,-60.36,,,,,"Basel Medical Group Ltd provides general and subspecialized orthopedic, trauma and sports medicine services such as knee/hip replacements, sports medicine/surgery, spine surgery, foot/ankle surgery and minimally invasive orthopedic procedures, as well as neurosurgical treatments. Key revenue is generated from Singapore.","Universe,Volume,MarketCap,Beta,YTD,MA50x200"
BMHL,2025-09-25,3.64,-3.2,92.89M,-9.0,,,,,"Bluemount Holdings Ltd through its operating subsidiaries, it is a Hong Kong-based consulting and advisory and financial services provider, as well as trader of commodities such as luxury timepieces. The financial services includes underwriting and placing services, securities dealing and brokerage services, and asset management services. It provides comprehensive consulting and advisory services on business development strategies to its diverse clientele. Generally, the company provides consulting and advisory business for the following segments: Corporate Finance; and Strategic Communications.","Universe,Volume,MarketCap,Beta,StochRSI,MA50x200"
BMI,2025-09-26,176.39,0.82,5.20B,-16.67,1.04,,,,TOTALIZING FLUID METERS & COUNTING DEVICES,"Volume,StochRSI,MA50x200"
BMNR,2025-09-26,50.5,1.88,8.76B,621.43,1.91,,,,FINANCE SERVICES,YTD
BMO,2025-09-26,130.63,0.96,93.57B,34.61,0.83,,,,"COMMERCIAL BANKS, NEC","Volume,Beta"
BMR,2025-09-26,2.95,0.0,45.81M,-37.89,1.46,,,,"Beamr Imaging Ltd is a video technology and image science software company. It is an innovator of video encoding, transcoding, and optimization solutions that enable high quality, performance, and unmatched bitrate efficiency for video and images. The company is conducted through one operating segment, the optimization technology for video and photo compression. The company operates in Israel, the United States, and the rest of the world, it derives a majority of its revenue from the United States.","Universe,Volume,MarketCap,StochRSI"
BMRA,2025-09-26,2.81,0.36,7.91M,15.92,0.85,,,,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,"Universe,Volume,MarketCap,Beta,MA50x200"
BMRC,2025-09-26,24.84,1.39,400.55M,5.66,0.97,,,,STATE COMMERCIAL BANKS,"Volume,MarketCap,Beta"
BMRN,2025-09-26,53.85,2.34,10.34B,-19.01,0.64,,,,PHARMACEUTICAL PREPARATIONS,"Beta,StochRSI,MA50x200"
BMY,2025-09-26,44.12,1.64,89.80B,-22.31,0.29,,,,PHARMACEUTICAL PREPARATIONS,"Beta,MA50x200"
BN,2025-09-26,68.42,-0.06,102.35B,18.89,1.58,,,,"Brookfield Corp is an investment firm focused on building long-term wealth for institutions and individuals. It has seven operating segments: Asset Management, Wealth Solutions, Renewable Power and Transition, Infrastructure, Private Equity, Real Estate and Corporate Activities. It invests in real assets that form the backbone of the economy to deliver risk-adjusted returns to stakeholders. The company generates the majority of its revenue from Asset Management. It has a geographic presence in the UK, the United States, Australia, Canada, Brazil, India, Colombia, Germany, Other Europe, Other Asia, and other countries.",
BNAI,2025-09-26,0.3,1.98,12.84M,-72.08,,,,,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,"Universe,Volume,MarketCap,Beta,YTD,MA50x200"
